Date,Hurst Exponent
2010-11-30,0.5670361580239698
2010-12-15,0.5367760906259353
2010-12-31,0.5202412034485528
2011-01-14,0.5298627604025062
2011-01-31,0.5360256834943938
2011-02-15,0.4716338387669744
2011-02-28,0.43409451511913405
2011-03-15,0.41613968614631075
2011-03-31,0.4581034026316663
2011-04-15,0.4876142556133821
2011-04-29,0.5188654698151006
2011-05-13,0.5323027576095277
2011-05-31,0.5551203753034106
2011-06-15,0.5468918006892641
2011-06-30,0.54700848456606
2011-07-15,0.5483248109759045
2011-07-29,0.5535322838008807
2011-08-15,0.555458440376456
2011-08-31,0.5494369591715923
2011-09-15,0.5699889061269707
2011-09-30,0.5853359729299297
2011-10-14,0.5929827898345192
2011-10-31,0.5785976337245865
2011-11-15,0.5786121672165663
2011-11-30,0.5791672913495589
2011-12-15,0.5990681531040927
2011-12-30,0.5999157075380437
2012-01-13,0.5797150932260177
2012-01-31,0.5772688009586232
2012-02-15,0.5800437481101349
2012-02-29,0.6039086518851637
2012-03-15,0.6122546938789097
2012-03-30,0.614436646500773
2012-04-13,0.6141641215643685
2012-04-30,0.6140448522714888
2012-05-15,0.5950369406987935
2012-05-31,0.5738916643549381
2012-06-14,0.5811364958043419
2012-06-28,0.5775206541654732
2012-07-12,0.5720451427840766
2012-07-26,0.5707453938532084
2012-08-09,0.568924241937981
2012-08-23,0.5602290591622962
2012-09-06,0.567725363934906
2012-09-20,0.5644579986556457
2012-10-04,0.5616097154960127
2012-10-18,0.5578106633835486
2012-11-01,0.5265708564693917
2012-11-15,0.5441783611053665
2012-11-29,0.5277241249219184
2012-12-13,0.5252625878719583
2012-12-27,0.5712280912658503
2013-01-10,0.636680539496159
2013-01-24,0.5928509807033739
2013-02-07,0.5614558714612663
2013-02-21,0.5614399124706412
2013-03-07,0.5660631383361188
2013-03-21,0.5359937662920361
2013-04-04,0.5453838787042895
2013-04-18,0.5356315446361365
2013-05-02,0.5374965078939067
2013-05-16,0.5204945475973568
2013-05-30,0.5240664946768965
2013-06-13,0.5117036151538226
2013-06-27,0.5725576879227403
2013-07-11,0.5602924329025548
2013-07-25,0.5685677714003685
2013-08-08,0.5716215724169529
2013-08-22,0.5096304461774259
2013-09-05,0.47423135747207684
2013-09-19,0.48544740661972746
2013-10-03,0.47501677987865354
2013-10-17,0.5252397320012051
2013-10-31,0.5430413535063772
2013-11-14,0.5112251282310257
2013-11-27,0.438537610825004
2013-12-12,0.4222550113356009
2013-12-26,0.43560024917236784
2014-01-23,0.45051982463278784
2014-02-06,0.504239426898718
2014-02-20,0.52709737270148
2014-03-06,0.5428111123284919
2014-03-20,0.5502286556507952
2014-04-03,0.5475851905873912
2014-04-17,0.5418598539630289
2014-04-24,0.5740832908263778
2014-05-01,0.6074150181136025
2014-05-08,0.628241339401965
2014-05-15,0.5993472018506519
2014-05-22,0.6095595341228152
2014-05-29,0.5712297413157031
2014-06-05,0.5579045108187647
2014-06-12,0.5413667543580981
2014-06-19,0.5223558150263983
2014-06-26,0.5115348503096407
2014-07-03,0.5155156340442129
2014-07-10,0.5207466687329262
2014-07-17,0.5238890555554818
2014-07-24,0.47790388545978474
2014-07-31,0.4592566156692206
2014-08-07,0.4815730804071178
2014-08-14,0.489578673322042
2014-08-21,0.4961915431377477
2014-08-28,0.513970049277808
2014-09-04,0.5054928518280855
2014-09-10,0.4929131050162439
2014-09-17,0.47733502889042445
2014-09-24,0.4642344703505776
2014-10-01,0.4694070949964579
2014-10-08,0.48762365842232985
2014-10-15,0.46458066144514193
2014-10-22,0.4372796843934134
2014-10-29,0.42686915980624723
2014-11-05,0.46070304181812805
2014-11-12,0.41962747689943103
2014-11-19,0.3998333056879721
2014-11-26,0.43073264337746453
2014-12-03,0.48517102139976076
2014-12-10,0.4141705948835036
2014-12-17,0.45232784616179494
2014-12-24,0.5266681349181801
2014-12-31,0.5290511612993054
2015-01-07,0.5474064445966654
2015-01-14,0.5687781355485834
2015-01-21,0.6004642232286327
2015-01-28,0.6334960195385472
2015-02-04,0.6557741204098778
2015-02-11,0.6424168682213113
2015-02-18,0.631738199788703
2015-02-25,0.6323292670295366
2015-03-04,0.6351602060291656
2015-03-11,0.6444415558130605
2015-03-18,0.635901646236604
2015-03-25,0.6324644098455262
2015-04-01,0.6248833089400079
2015-04-08,0.6082509218681195
2015-04-15,0.6019883568484099
2015-04-22,0.608438557933804
2015-04-29,0.5763558797538103
2015-05-06,0.5740108713872282
2015-05-13,0.5840659805221559
2015-05-20,0.5920667771338768
2015-05-27,0.5308439063602894
2015-06-03,0.5411821513552555
2015-06-10,0.5280004492262503
2015-06-17,0.5052053970276047
2015-06-24,0.4923453026745669
2015-07-01,0.48102633052689064
2015-07-08,0.4773500632725226
2015-07-15,0.4664829632965724
2015-07-22,0.45576018814462405
2015-07-29,0.46470331214213284
2015-08-05,0.48476121478783873
2015-08-12,0.5344943747034698
2015-08-19,0.48381717681227054
2015-08-26,0.4580492433500703
2015-09-02,0.45474295235988305
2015-09-09,0.44813125608889376
2015-09-16,0.44646796859031596
2015-09-23,0.4467529445729045
2015-09-30,0.44910852889232805
2015-10-07,0.4417446111690579
2015-10-14,0.4503372368134793
2015-10-21,0.46310942297065727
2015-10-28,0.47605148782842904
2015-11-04,0.485206313937797
2015-11-11,0.46632835827111035
2015-11-18,0.4891785388632382
2015-11-25,0.4756281249724165
2015-12-02,0.4955334619874581
2015-12-09,0.46797658810216747
2015-12-16,0.44818673984116203
2015-12-23,0.5101640032967256
2015-12-31,0.4941269910545563
2016-01-06,0.4677604858614323
2016-01-13,0.4466396668867915
2016-01-20,0.40033150596650674
2016-01-27,0.4091782135956581
2016-02-03,0.4323870211288901
2016-02-11,0.37689386299996175
2016-02-18,0.4187078291582185
2016-02-24,0.472227867554754
2016-03-02,0.45346111823710783
2016-03-09,0.426090855015685
2016-03-16,0.4464067796411018
2016-03-23,0.47959729084588854
2016-03-30,0.4486365057807703
2016-04-06,0.45415984568256246
2016-04-13,0.4866405535953689
2016-04-20,0.5055389250185798
2016-04-27,0.5341955601447254
2016-05-04,0.5444970415820025
2016-05-11,0.4756760462588528
2016-05-18,0.4639199146840999
2016-05-25,0.46206948856638597
2016-06-01,0.48301661957520525
2016-06-08,0.471568220419379
2016-06-15,0.5455737699408458
2016-06-22,0.5375669350290969
2016-06-29,0.5332008422453441
2016-07-06,0.5171530785725863
2016-07-13,0.4564643468658343
2016-07-20,0.46261597169496965
2016-07-27,0.4749477232362702
2016-08-03,0.4908520004234123
2016-08-10,0.4610611600991232
2016-08-17,0.47005540550064573
2016-08-24,0.5105656219908989
2016-08-31,0.5534085573975271
2016-09-07,0.49574452715241524
2016-09-14,0.4463304820685832
2016-09-21,0.4669841934427069
2016-09-28,0.5303765632116052
2016-10-05,0.5222413321042249
2016-10-12,0.5232085249174405
2016-10-19,0.5178281497548906
2016-10-26,0.5098085578549535
2016-11-02,0.5100324962624887
2016-11-09,0.5081892945844149
2016-11-16,0.5174138341464535
2016-11-23,0.5515992199784692
2016-11-30,0.5955583907503147
2016-12-07,0.5774804728105063
2016-12-14,0.5666299681921546
2016-12-21,0.557192660143046
2016-12-28,0.5494700659992667
2017-01-04,0.55040828880115
2017-01-11,0.5498707709707812
2017-01-18,0.5455155290945505
2017-01-25,0.5523523428397332
2017-02-01,0.5493872664285198
2017-02-08,0.5972077749815204
2017-02-15,0.6098754380110777
2017-02-22,0.62237600981117
2017-03-01,0.642266074416915
2017-03-08,0.6264500526557283
2017-03-15,0.629330591836317
2017-03-22,0.656547876585752
2017-03-29,0.6755671383833863
2017-04-05,0.6876256386058146
2017-04-12,0.7023252757795114
2017-04-20,0.7167666902859112
2017-04-26,0.7188162669002232
2017-05-03,0.7202388565602719
2017-05-10,0.714135923538757
2017-05-17,0.6979165617967549
2017-05-24,0.6945196423477982
2017-05-31,0.6923399690232122
2017-06-07,0.6962918758711208
2017-06-14,0.6984114446492582
2017-06-22,0.6978176621281391
2017-06-28,0.700454643371396
2017-07-05,0.6962485421141835
2017-07-12,0.6915944620791639
2017-07-19,0.6835173682563164
2017-07-26,0.6725974502866023
2017-08-02,0.6578541874241564
2017-08-09,0.642601690296135
2017-08-16,0.6475389148639442
2017-08-23,0.6503481572918235
2017-08-30,0.6582391892915854
2017-09-06,0.6734531535220384
2017-09-13,0.6830245388837441
2017-09-20,0.6864972739493298
2017-09-27,0.6855840082241248
2017-10-04,0.6829409841390661
2017-10-11,0.6827370335819896
2017-10-18,0.683645624865145
2017-10-25,0.6770365397720683
2017-11-01,0.6727421595448654
2017-11-08,0.6748787554860535
2017-11-15,0.6727522108528922
2017-11-22,0.668660770846389
2017-11-29,0.680777593521197
2017-12-06,0.6901270811654886
2017-12-13,0.7072790076763078
2017-12-20,0.7084916493574709
2017-12-27,0.7098494021889719
2018-01-03,0.7128001053062739
2018-01-10,0.7121017477484938
2018-01-17,0.7105463760822178
2018-01-24,0.7063854815430195
2018-01-31,0.7011477965654176
2018-02-07,0.7002715750987529
2018-02-14,0.7027866342464124
2018-02-21,0.7018995443104619
2018-02-28,0.7070694131117204
2018-03-07,0.7184537241681247
2018-03-14,0.7182955276269395
2018-03-21,0.7224257737402401
2018-03-28,0.7208857364082665
2018-04-04,0.7198345013579108
2018-04-11,0.7165487237048628
2018-04-18,0.7053490080622581
2018-04-25,0.6941646445116997
2018-05-02,0.687258712138416
2018-05-09,0.6825878564425988
2018-05-16,0.6820088639395677
2018-05-23,0.6896746964495961
2018-05-30,0.6959712344051896
2018-06-06,0.7035269294410411
2018-06-13,0.7088057053367398
2018-06-20,0.7092214022732394
2018-06-27,0.7066150296952212
2018-07-03,0.7076599859352513
2018-07-11,0.7088525838730769
2018-07-18,0.7109359411920368
2018-07-25,0.7097808558874007
2018-08-01,0.7100305486099466
2018-08-08,0.7077228252465945
2018-08-15,0.7017300633520672
2018-08-22,0.6953098333289737
2018-08-29,0.6846827708554308
2018-09-05,0.692308965747749
2018-09-12,0.7049601932692379
2018-09-19,0.7198247749200559
2018-09-26,0.7316889283573333
2018-10-03,0.7345393663220685
2018-10-10,0.735703288849594
2018-10-17,0.728234570243444
2018-10-24,0.7283851757718119
2018-10-31,0.7234525988030593
2018-11-07,0.7102440631909067
2018-11-14,0.7129249023262623
2018-11-22,0.7069755895211653
2018-11-28,0.7096246327524475
2018-12-04,0.7263359489525091
2018-12-12,0.7263386056904608
2018-12-19,0.7140896321081842
2018-12-26,0.7198262710791808
2019-01-02,0.7294090889444064
2019-01-09,0.7345010043593245
2019-01-16,0.7327144876461733
2019-01-23,0.7354386945616137
2019-01-30,0.7346646944782526
2019-02-06,0.7341710387016387
2019-02-13,0.7204646145332332
2019-02-20,0.7148435210802664
2019-02-27,0.7117126947591617
2019-03-06,0.7103246020291609
2019-03-13,0.7090785701335096
2019-03-20,0.7094502814707517
2019-03-27,0.7092152777800621
2019-04-03,0.7089752831745766
2019-04-10,0.7083273329135769
2019-04-17,0.7082807086817916
2019-04-24,0.708366403658598
2019-05-01,0.7083757826626853
2019-05-08,0.7059709787018777
2019-05-15,0.6927565249312796
2019-05-22,0.6837292375170526
2019-05-29,0.6851473232382211
2019-06-05,0.7320470778735528
2019-06-12,0.7332910833779454
2019-06-19,0.7301695133511493
2019-06-26,0.7289074770996834
2019-07-03,0.7183920262531089
2019-07-10,0.701093886920085
2019-07-17,0.6852621557243224
2019-07-24,0.6634243341267277
2019-07-31,0.6690231696070833
2019-08-07,0.6800749197027445
2019-08-14,0.6252489615198031
2019-08-21,0.6332459893647214
2019-08-28,0.6404995390871007
2019-09-04,0.6573481257394664
2019-09-11,0.6583067928660385
2019-09-18,0.662976519997978
2019-09-25,0.6628404044437564
2019-10-02,0.6607983662760827
2019-10-09,0.6679371433234207
2019-10-16,0.6651809369084634
2019-10-23,0.6614539930700545
2019-10-30,0.6555725847244082
2019-11-06,0.6518536196139105
2019-11-13,0.6509764980192332
2019-11-20,0.6525922936524776
2019-11-27,0.6485161268704913
2019-12-04,0.6484226430084111
2019-12-11,0.6537080696244898
2019-12-18,0.6615684586061895
2019-12-26,0.6596918696770919
2020-01-02,0.6680792662914841
2020-01-08,0.6731325027194389
2020-01-15,0.6767898229033652
2020-01-22,0.682370880637475
2020-01-29,0.6795251021570592
2020-02-05,0.6771888665889413
2020-02-12,0.6445358944421492
2020-02-19,0.6102795261988618
2020-02-26,0.5250318281591616
2020-03-05,0.6158127626783312
2020-03-11,0.5910006259473665
2020-03-18,0.6341620036318041
2020-03-25,0.6669416193719064
2020-04-01,0.6938156326488798
2020-04-08,0.7123745791166327
2020-04-15,0.7242061876517111
2020-04-22,0.7313013096554893
2020-04-29,0.7308188525108862
2020-05-06,0.7282459262989165
2020-05-20,0.7344694949365276
2020-05-27,0.7396865356533484
2020-06-03,0.7420996810927375
2020-06-10,0.7421901455064108
2020-06-17,0.7439433858678312
2020-06-24,0.7435616078179794
2020-07-01,0.7401714495190299
2020-07-08,0.7336463118131156
2020-07-15,0.7250554875034945
2020-07-22,0.7199372350090983
2020-07-29,0.7159297860527527
2020-08-05,0.7138721215375177
2020-08-12,0.6949381778902496
2020-08-19,0.6764040572910108
2020-08-26,0.6593147254822347
2020-09-02,0.6403691315256366
2020-09-09,0.6094736394949418
2020-09-17,0.5952055973624628
2020-09-23,0.6008004085745329
2020-09-30,0.6015644517853452
2020-10-07,0.6015579274192748
2020-10-14,0.5509667214846453
2020-10-21,0.5281223842007583
2020-10-28,0.5126391030244158
2020-11-04,0.5273223524220197
2020-11-11,0.5270824719590159
2020-11-18,0.5165579280010041
2020-11-25,0.5211470683590957
2020-12-02,0.5651032207432306
2020-12-09,0.5975541541288624
2020-12-16,0.5447851663376605
2020-12-23,0.5198986829502484
2020-12-30,0.5392292341069069
2021-01-06,0.5534849601895794
2021-01-13,0.5912344027907408
2021-01-20,0.6395714609956731
2021-01-27,0.6742195806301101
2021-02-03,0.6923379479892433
2021-02-10,0.6749179852447076
2021-02-17,0.6588273806272541
2021-02-24,0.6435908058072456
2021-03-03,0.6592701161316863
2021-03-10,0.654964685247239
2021-03-17,0.6444548060662254
2021-03-24,0.6332659357396159
2021-03-31,0.6163510058872248
2021-04-07,0.6067281637359316
2021-04-14,0.5936112041019083
2021-04-21,0.5833285165166552
2021-04-28,0.5994424626722356
2021-05-05,0.607322720341565
2021-05-12,0.5908706366983543
2021-05-19,0.6028550083527325
2021-05-26,0.6164136232540035
2021-06-02,0.6336108094234438
2021-06-09,0.6002561111903063
2021-06-16,0.5586443018434765
2021-06-23,0.514806521388256
2021-06-30,0.5521855033576308
2021-07-07,0.5772514242060833
2021-07-14,0.5913442874959945
2021-07-21,0.6126262263953199
2021-07-28,0.6361967135386778
2021-08-04,0.6529412522867156
2021-08-11,0.6301663071866597
2021-08-18,0.6028930792202278
2021-08-25,0.5773224391635345
2021-09-01,0.6019753856217226
2021-09-08,0.58768664238325
2021-09-15,0.580477042870692
2021-09-22,0.5743356329176357
2021-09-29,0.565696445285075
2021-10-06,0.5723393598709201
2021-10-13,0.5857331186327925
2021-10-20,0.5985929577396064
2021-10-27,0.6039088640909224
2021-11-03,0.6122460724487552
2021-11-10,0.5915327155244353
2021-11-17,0.5819284816477565
2021-11-24,0.6186024271580003
2021-12-01,0.6659152551233134
2021-12-08,0.653906392935399
2021-12-15,0.6292636442800673
2021-12-22,0.5933277797901896
2021-12-29,0.5442354976610262
2022-01-05,0.5314335553035658
2022-01-12,0.579756656863264
2022-01-19,0.6133865051956577
2022-01-26,0.6414182126994311
2022-02-02,0.6594558765422203
2022-02-09,0.62600073520863
2022-02-16,0.590307318361532
2022-02-23,0.5694954931652996
2022-03-02,0.601166723502294
2022-03-09,0.6017793980957129
2022-03-16,0.600096563702742
2022-03-23,0.5872389322882806
2022-03-30,0.5680586241165548
2022-04-06,0.5725968783986087
2022-04-13,0.5754946007183538
2022-04-20,0.6040075838965692
2022-04-27,0.6355229713934201
2022-05-04,0.6584185819660051
2022-05-11,0.6282412926635603
2022-05-18,0.6152367894177735
2022-05-25,0.6257851906091687
2022-06-01,0.6378068497864112
2022-06-08,0.6364077722199023
2022-06-15,0.629892105916554
2022-06-22,0.6235991762111042
2022-06-29,0.6135530635039403
2022-07-06,0.5900316714688052
2022-07-13,0.5790484830690417
2022-07-20,0.584267046291756
2022-07-27,0.5870415403454828
2022-08-03,0.60567041261761
2022-08-10,0.6261107946191704
2022-08-17,0.6469961359534271
2022-08-24,0.6603920134024284
2022-08-31,0.671196064873371
2022-09-07,0.6829719574511197
2022-09-14,0.6951339913522276
2022-09-21,0.7049589306963981
2022-09-28,0.7124257999499066
2022-10-05,0.7167078792763762
2022-10-12,0.7185608809467819
2022-10-19,0.7192443966470758
2022-10-26,0.7187913998958525
2022-11-02,0.7190304790362911
2022-11-09,0.7179597433981362
2022-11-16,0.7246774507604105
2022-11-23,0.7255163577545084
2022-11-30,0.7227000212892383
2022-12-07,0.7096324618524499
2022-12-14,0.7140351566594346
2022-12-21,0.7229793474485993
2022-12-28,0.7269769352003399
2023-01-04,0.7283696514815032
2023-01-11,0.7286409563484892
2023-01-18,0.7280677713264108
2023-01-25,0.7226830977545934
2023-02-01,0.716220631337439
2023-02-08,0.7200334414038395
2023-02-15,0.7248772482245127
2023-02-22,0.7279073135316922
2023-03-08,0.7293799559727988
2023-03-15,0.7293696025675488
2023-03-22,0.728683294231852
2023-03-29,0.7369002768802873
2023-04-05,0.7488860694500944
2023-04-12,0.7577347616607908
2023-04-19,0.7594048642907308
2023-04-26,0.7598781430782617
2023-05-03,0.7565631620030743
2023-05-10,0.7550153170942214
2023-05-17,0.7516706875963753
2023-05-24,0.7450341862469261
2023-05-31,0.7365686140426091
2023-06-07,0.7295632126957665
2023-06-14,0.7247900012662895
2023-06-21,0.7206709044594363
2023-06-28,0.7201500808042027
2023-07-05,0.7243075428819941
2023-07-12,0.7300525466611679
2023-07-19,0.734616465507657
2023-07-26,0.7424363120199332
2023-08-02,0.7499999841016902
2023-08-09,0.7546675998837502
2023-08-16,0.7517969783083305
2023-08-23,0.7502809841431357
2023-08-30,0.7492894397771116
2023-09-06,0.7474666898386205
2023-09-07,0.74506359497558
2023-09-13,0.7403938089361012
2023-09-20,0.7318503924136746
2023-09-27,0.7228726284533186
2023-10-04,0.7126713067397132
2023-10-11,0.6991436769085129
2023-10-18,0.6885925434026139
2023-10-25,0.6835722083951219
2023-11-01,0.6855218979804781
2023-11-08,0.6826436045918783
2023-11-15,0.675779916109427
2023-11-22,0.6706278803390965
2023-11-29,0.6975349665618467
2023-12-06,0.6979376461908762
2023-12-13,0.6975368121252149
2023-12-20,0.7161227051815855
2023-12-27,0.7184659804476097
2024-01-03,0.7234275356313359
2024-01-10,0.7291496704637891
